Interaction,Feynman Diagram,Amplitude,Squared Amplitude
mu eps (X)^(*) t eta (X)^(*) to mu alpha (X) t beta (X),"Vertex V_0:mu(X_3), mu(X_1),  OffShell A(V_0), Vertex V_1:t(X_2), t(X_4),  OffShell A(V_1),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s alpha_807 gamma_lor_spi_del t_del_774_pu t_spi_1_pu_star mu_spi_0_pu_star mu_alpha_807_pu + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) AntiPart t gam (X) to mu del (X) AntiPart t eps (X)^(*),"Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0), Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell A(V_1),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del t_del_806_pv t_spi_2_pv_star mu_spi_0_pu_star mu_spi_1_pu + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) t del (X)^(*) to AntiPart mu eps (X)^(*) t eta (X),"Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), Vertex V_1:t(X_2), t(X_4),  OffShell A(V_1),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s alpha_856 gamma_lor_spi t_spi_1_pu_star t_spi_2_pu mu_spi_0_pv_star mu_alpha_856_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) AntiPart t gam (X) to AntiPart mu del (X)^(*) AntiPart t eps (X)^(*),"Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), Vertex V_1:AntiPart t(X_2), AntiPart t(X_4),  OffShell A(V_1),",+ * * * NEG 1/2 i ^ e_2 gamma / * * * * * lor_0 s alpha_889 gamma_lor_spi_del t_del_845_pv t_spi_1_pv_star mu_spi_0_pv_star mu_alpha_889_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/4 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) u eta (X)^(*) to mu alpha (X) u beta (X),"Vertex V_0:mu(X_3), mu(X_1),  OffShell A(V_0), Vertex V_1:u(X_2), u(X_4),  OffShell A(V_1),",+ * * * * 1/3 i ^ e_2 gamma_lor_spi b_spi gamma / * * * * lor_0 s alpha_1796 u_b_spi_pu u_spi_1_pu_star mu_spi_0_pu_star mu_alpha_1796_pu + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) AntiPart u gam (X) to mu del (X) AntiPart u eps (X)^(*),"Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0), Vertex V_1:AntiPart u(X_2), AntiPart u(X_4),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi b_spi u_spi_2_pv_star u_b_spi_pv mu_spi_1_pu mu_spi_0_pu_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) u del (X)^(*) to AntiPart mu eps (X)^(*) u eta (X),"Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), Vertex V_1:u(X_2), u(X_4),  OffShell A(V_1),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s alpha_1857 gamma_lor_spi u_spi_1_pu u_spi_2_pu_star mu_spi_0_pv_star mu_alpha_1857_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) AntiPart u gam (X) to AntiPart mu del (X)^(*) AntiPart u eps (X)^(*),"Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), Vertex V_1:AntiPart u(X_2), AntiPart u(X_4),  OffShell A(V_1),",+ * * * * 1/3 i ^ e_2 gamma_lor_spi b_spi gamma / * * * * lor_0 s alpha_1896 u_b_spi_pv u_spi_1_pv_star mu_spi_0_pv_star mu_alpha_1896_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) d eta (X)^(*) to mu alpha (X) d beta (X),"Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s alpha_2797 gamma_lor_spi_del d_del_2635_pu d_spi_1_pu_star mu_alpha_2797_pu mu_spi_0_pu_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) AntiPart d gam (X) to mu del (X) AntiPart d eps (X)^(*),"Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del d_del_2667_pv d_spi_2_pv_star mu_spi_0_pu_star mu_spi_1_pu + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) d del (X)^(*) to AntiPart mu eps (X)^(*) d eta (X),"Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s alpha_2846 gamma_lor_spi d_spi_1_pu d_spi_2_pu_star mu_spi_0_pv_star mu_alpha_2846_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) AntiPart d gam (X) to AntiPart mu del (X)^(*) AntiPart d eps (X)^(*),"Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s alpha_2879 gamma_lor_spi_del d_spi_1_pv_star d_del_2706_pv mu_alpha_2879_pv mu_spi_0_pv_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) s eta (X)^(*) to mu alpha (X) s beta (X),"Vertex V_0:mu(X_3), mu(X_1),  OffShell A(V_0), Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi b_spi gamma / * * * * lor_0 s alpha_3786 s s_star mu_spi_0_pu_star mu_alpha_3786_pu + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) AntiPart s gam (X) to mu del (X) AntiPart s eps (X)^(*),"Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0), Vertex V_1:AntiPart s(X_2), AntiPart s(X_4),  OffShell A(V_1),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi b_spi s_star s mu_spi_0_pu_star mu_spi_1_pu + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) s del (X)^(*) to AntiPart mu eps (X)^(*) s eta (X),"Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), Vertex V_1:s(X_2), s(X_4),  OffShell A(V_1),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s alpha_3847 gamma_lor_spi s s_star mu_spi_0_pv_star mu_alpha_3847_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) AntiPart s gam (X) to AntiPart mu del (X)^(*) AntiPart s eps (X)^(*),"Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), Vertex V_1:AntiPart s(X_2), AntiPart s(X_4),  OffShell A(V_1),",+ * * * * NEG 1/6 i ^ e_2 gamma_lor_spi b_spi gamma / * * * * lor_0 s alpha_3886 s_star s mu_alpha_3886_pv mu_spi_0_pv_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) tt eta (X)^(*) to mu alpha (X) tt beta (X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s alpha_4787 gamma_lor_spi_del mu_spi_0_pu_star mu_alpha_4787_pu tt s_pu_star tt_del_4496_pu + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ m_mu_2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) AntiPart tt gam (X) to mu del (X) AntiPart tt eps (X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del mu_spi_1_pu mu_spi_0_pu_star tt_del_4528_pv tt s_pv_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ m_mu_2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) tt del (X)^(*) to AntiPart mu eps (X)^(*) tt eta (X),"Vertex V_1:tt(X_2), tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s alpha_4836 gamma_lor_spi mu_spi_0_pv_star mu_alpha_4836_pv tt s_pu tt s_pu_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ m_mu_2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) AntiPart tt gam (X) to AntiPart mu del (X)^(*) AntiPart tt eps (X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lor_0 s alpha_4869 gamma_lor_spi_del mu_spi_0_pv_star mu_alpha_4869_pv tt s_pv_star tt_del_4567_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ m_mu_2 ^ m_tt_2 * * NEG 8 ^ m_tt_2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) c eta (X)^(*) to mu alpha (X) c beta (X),"Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),",+ * * * * 1/3 i ^ e_2 gamma lambda s b_spi gamma / * * * * lambda s alpha_5776 c_b_spi_pu c_spi_0_pu_star mu_alpha_5776_pu mu_spi_1_pu_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) AntiPart c gam (X) to mu del (X) AntiPart c eps (X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lambda s s gamma lambda s b_spi c_spi_2_pv_star c_b_spi_pv mu_spi_0_pu_star mu_spi_1_pu + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) c del (X)^(*) to AntiPart mu eps (X)^(*) c eta (X),"Vertex V_1:c(X_2), c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * 1/3 i ^ e_2 gamma / * * * * * lambda s alpha_5837 gamma lambda s s c_spi_1_pu_star c_spi_2_pu mu_alpha_5837_pv mu_spi_0_pv_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) AntiPart c gam (X) to AntiPart mu del (X)^(*) AntiPart c eps (X)^(*),"Vertex V_1:AntiPart c(X_2), AntiPart c(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * * 1/3 i ^ e_2 gamma lambda s b_spi gamma / * * * * lambda s alpha_5876 c_spi_0_pv_star c_b_spi_pv mu_alpha_5876_pv mu_spi_1_pv_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/9 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) b eta (X)^(*) to mu alpha (X) b beta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s alpha_6777 gamma_lor_spi_del b_del_6357_pu b_spi_1_pu_star mu_alpha_6777_pu mu_spi_0_pu_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu eps (X)^(*) AntiPart b gam (X) to mu del (X) AntiPart b eps (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s s gamma_lor_spi_del b_spi_2_pv_star b_del_6389_pv mu_spi_1_pu mu_spi_0_pu_star + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) b del (X)^(*) to AntiPart mu eps (X)^(*) b eta (X),"Vertex V_1:b(X_2), b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s alpha_6826 gamma_lor_spi b_spi_1_pu b_spi_2_pu_star mu_spi_0_pv_star mu_alpha_6826_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
AntiPart mu gam (X) AntiPart b gam (X) to AntiPart mu del (X)^(*) AntiPart b eps (X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0),",+ * * * NEG 1/6 i ^ e_2 gamma / * * * * * lor_0 s alpha_6859 gamma_lor_spi_del b_del_6428_pv b_spi_1_pv_star mu_spi_0_pv_star mu_alpha_6859_pv + + mass_mu_sq NEG s * 1/2 reg_prop,* * * 1/36 ^ e_4 + + + + * * 16 ^ 2 ^ m_mu_2 * * NEG 8 ^ 2 s_s * * 8 s_s s_s * * NEG 8 ^ m_mu_2 s_s * * 8 s_s s_s ^ + + ^ m_mu_2 NEG s_s * 1/2 reg_prop NEG 2
mu alpha (X)^(*) sigma (X) to mu beta (X) lambda (X),"Vertex V_0:A(X_2), mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1:mu(X_1), A(X_4),  OffShell mu(V_1),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_7709 idx_0 * ^ lor_0 p * idx_0 * * lor_1 p mu_spi_0_pu_star mu_alpha_7709_pu * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi alpha_7711 idx_0 * ^ lor_0 p * idx_0 * * lor_1 p mu_spi_3_pu_star mu_alpha_7711_pu + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ m_mu_2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
mu alpha (X)^(*) sigma (X) to mu beta (X) lambda (X),"Vertex V_0:mu(X_3), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1:mu(X_1), A(X_2),  OffShell mu(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_7742 idx_0 * ^ lor_0 p * idx_0 * * lor_1 p mu_spi_0_pu_star mu_alpha_7742_pu * * 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi alpha_7744 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p mu_spi_3_pu_star mu_alpha_7744_pu + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ m_mu_2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
mu alpha (X)^(*) sigma (X) to mu beta (X) AntiPart sigma (X),"Vertex V_1:mu(X_3), A(X_4), AntiPart  OffShell mu(V_1), Vertex V_0:mu(X_1), A(X_2),  OffShell mu(V_0),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_8036 idx_0 * ^ lor_0 p * idx_0 * * lor_1 p mu_spi_0_pu_star mu_alpha_8036_pu * * 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi gamma_lor_spi alpha_8038 idx_0 * ^ lor_0 p * idx_0 * * lor_1 p mu_spi_3_pu_star mu_alpha_8038_pu + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ m_mu_2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
mu alpha (X)^(*) sigma (X) to mu beta (X) AntiPart sigma (X),"Vertex V_1:A(X_2), mu(X_3), AntiPart  OffShell mu(V_1), Vertex V_0:mu(X_1), A(X_4),  OffShell mu(V_0),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_8076 idx_0 * ^ lor_0 p * idx_0 * * lor_1 p mu_spi_0_pu_star mu_alpha_8076_pu * * NEG 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi alpha_8078 gamma_lor_spi_idx_0 * ^ lor_0 p * idx_0 * * lor_1 p mu_spi_3_pu_star mu_alpha_8078_pu + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ m_mu_2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
mu alpha (X)^(*) AntiPart sigma (X) to mu beta (X) AntiPart lambda (X),"Vertex V_0:A(X_2), mu(X_3), AntiPart  OffShell mu(V_0), Vertex V_1:mu(X_1), A(X_4),  OffShell mu(V_1),",/ * * i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_8379 idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_alpha_8379_pu mu_spi_0_pu_star * * * NEG 1/2 p_lor_2 gamma_lor_spi gamma * * lor_2 s s gamma_lor_spi alpha_8381 idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_alpha_8381_pu mu_spi_3_pu_star + s * NEG 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * NEG 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * NEG 1/2 reg_prop / * * * * NEG 1/16 i ^ e_2 ^ m_mu_2 + * 16 s_s * NEG 8 s_s + s_s * NEG 1/2 reg_prop + s_s * NEG 1/2 reg_prop
mu alpha (X)^(*) AntiPart sigma (X) to mu beta (X) AntiPart lambda (X),"Vertex V_0:mu(X_3), A(X_4), AntiPart  OffShell mu(V_0), Vertex V_1:mu(X_1), A(X_2),  OffShell mu(V_1),",/ * * NEG i ^ e_2 + + + + + + * * p_lor_0 gamma_lor_spi alpha_8414 idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_alpha_8414_pu mu_spi_0_pu_star * * 1/2 p_lor_2 gamma * * * lor_2 s s gamma_lor_spi alpha_8416 gamma_lor_spi_idx_0 * lor_1 p_idx_0 * * ^ lor_0 p * mu_alpha_8416_pu mu_spi_3_pu_star + s * 1/2 reg_prop,+ * * * * 2 ^ e_4 s_s s_s ^ + s_s * 1/2 reg_prop NEG 2 / * * * NEG 4 i ^ e_2 + / * * * i ^ e_2 ^ m_mu_2 + ^ m_mu_2 * NEG 1/2 s_s + s_s * 1/2 reg_prop / * * * * NEG 1/2 i ^ e_2 ^ m_mu_2 + s_s * NEG 2 s_s + s_s * 1/2 reg_prop + s_s * 1/2 reg_prop
